Date,FD Points,Player Name,Salary,Position
2021-03-15,0.0,LaMarcus Aldridge,4400,PF
2021-03-15,0.0,Keita Bates-Diop,3500,SF
2021-03-15,0.0,Anthony Davis,9000,PF
2021-03-15,0.0,Serge Ibaka,5400,PF
2021-03-15,0.0,Justise Winslow,4700,SF
2021-03-15,0.0,Cameron Johnson,3500,SF
2021-03-15,0.0,Marquese Chriss,4000,PF
2021-03-15,0.0,Jared Dudley,3500,SF
2021-03-15,61.0,Richaun Holmes,6700,C
2021-03-15,17.6,Facundo Campazzo,3600,PG
2021-03-15,0.0,Robert Woodard II,3500,PF
2021-03-15,17.2,Devonte' Graham,4500,SG
2021-03-15,0.0,Boban Marjanovic,3500,C
2021-03-15,23.4,Rudy Gay,5000,PF
2021-03-15,22.2,Jerami Grant,7300,PF
2021-03-15,21.9,Nicolas Batum,3900,SF
2021-03-15,21.7,Draymond Green,7000,PF
2021-03-15,21.6,Mikal Bridges,5000,SF
2021-03-15,24.1,JaMychal Green,4000,PF
2021-03-15,24.5,Jae Crowder,3900,PF
2021-03-15,20.6,Josh Richardson,5100,SF
2021-03-15,20.3,Nicolas Claxton,3800,PF
2021-03-15,20.3,Kyle Anderson,5700,SF
2021-03-15,20.2,Deni Avdija,3700,SF
2021-03-15,21.5,Keldon Johnson,5000,SF
2021-03-15,20.0,Isaiah Stewart,4100,PF
2021-03-15,0.0,Ignas Brazdeikis,3500,SF
2021-03-15,8.9,Robin Lopez,3700,C
2021-03-15,14.4,Willie Cauley-Stein,3500,C
2021-03-15,24.5,Harrison Barnes,6300,SF
2021-03-15,0.0,Kevin Durant,9100,SF
2021-03-15,8.4,Alex Len,3600,C
2021-03-15,6.2,Kevon Looney,3500,C
2021-03-15,0.0,Bol Bol,3500,C
2021-03-15,0.0,Marc Gasol,4400,C
2021-03-15,0.0,Thomas Bryant,5800,C
2021-03-15,0.0,Mitchell Robinson,4900,C
2021-03-15,0.0,Dwight Powell,3500,C
2021-03-15,0.0,Chimezie Metu,3500,C
2021-03-15,0.0,Hassan Whiteside,5100,C
2021-03-15,0.0,Jahlil Okafor,3500,C
2021-03-15,0.0,Daniel Oturu,3500,C
2021-03-15,0.0,Nick Richards,3500,C
2021-03-15,47.4,Brook Lopez,4700,C
2021-03-15,17.9,Dennis Schroder,5900,PG
2021-03-15,12.7,Eric Paschall,3500,C
2021-03-15,48.4,Jonas Valanciunas,7400,C
2021-03-15,0.0,Trey Lyles,4300,PF
2021-03-15,0.0,Vernon Carey Jr.,3500,PF
2021-03-15,0.0,JaKarr Sampson,3500,PF
2021-03-15,0.0,Caleb Martin,3500,SF
2021-03-15,0.0,Jalen McDaniels,3500,PF
2021-03-15,0.0,E'Twaun Moore,3500,SF
2021-03-15,0.0,Kevin Knox,3500,SF
2021-03-15,0.0,Gorgui Dieng,3600,C
2021-03-15,0.0,DaQuan Jeffries,3500,SF
2021-03-15,0.0,Mamadi Diakite,3500,PF
2021-03-15,0.0,Abdel Nader,3500,SF
2021-03-15,1.2,Luka Samanic,3500,PF
2021-03-15,0.0,Kostas Antetokounmpo,3500,PF
2021-03-15,0.0,Isaac Bonga,3500,PF
2021-03-15,0.0,Mfiondu Kabengele,3500,SF
2021-03-15,33.1,Michael Porter,6700,SF
2021-03-15,70.3,Nikola Jokic,11000,C
2021-03-15,40.1,Chris Paul,6800,PG
2021-03-15,0.0,Ty-Shon Alexander,3500,SG
2021-03-15,2.0,Alen Smailagic,3500,PF
2021-03-15,2.7,Markus Howard,3500,PG
2021-03-15,16.1,Cory Joseph,3500,PG
2021-03-15,15.9,Jordan Poole,3600,PG
2021-03-15,15.7,Rodney McGruder,3500,SG
2021-03-15,15.0,Derrick White,5300,PG
2021-03-15,14.5,Dillon Brooks,5900,SG
2021-03-15,13.9,Jalen Brunson,5400,PG
2021-03-15,13.2,Frank Jackson,3500,PG
2021-03-15,13.1,T.J. McConnell,4900,PG
2021-03-15,12.4,Jevon Carter,3500,SG
2021-03-15,11.6,De'Anthony Melton,5400,SG
2021-03-15,11.4,Langston Galloway,3500,SG
2021-03-15,11.4,Cody Martin,3500,SG
2021-03-15,9.7,D.J. Augustin,3500,PG
2021-03-15,9.7,Raul Neto,3700,PG
2021-03-15,9.6,Bruce Brown,4600,SG
2021-03-15,9.0,Bryn Forbes,3500,SG
2021-03-15,8.7,Tyler Johnson,3500,PG
2021-03-15,8.4,Tyus Jones,4000,PG
2021-03-15,7.2,Damion Lee,3500,SG
2021-03-15,6.5,Landry Shamet,3500,SG
2021-03-15,6.0,Wes Matthews,3500,SG
2021-03-15,5.4,Terance Mann,3500,SG
2021-03-15,4.5,Justin James,3500,SG
2021-03-15,4.2,Deividas Sirvydis,3500,SG
2021-03-15,4.2,Edmond Sumner,3500,PG
2021-03-15,4.0,Tre Jones,3500,PG
2021-03-15,3.2,Cassius Stanley,3500,SG
2021-03-15,0.0,Axel Toupane,3500,SG
2021-03-15,0.0,Jared Harper,3500,PG
2021-03-15,2.2,Pat Connaughton,3600,PG
2021-03-15,0.0,Jahmi'us Ramsey,3500,PG
2021-03-15,0.0,Torrey Craig,3500,SG
2021-03-15,0.0,Jerome Robinson,3500,PG
2021-03-15,0.0,DeMar DeRozan,8600,SG
2021-03-15,0.0,Sam Merrill,3500,PG
2021-03-15,0.0,Josh Green,3500,SG
2021-03-15,0.0,Brian Bowen II,3500,SG
2021-03-15,1.0,Killian Tillie,3500,PF
2021-03-15,57.5,James Harden,11300,SG
2021-03-15,1.5,Cassius Winston,3500,PG
2021-03-15,0.0,Jalen Lecque,3500,PG
2021-03-15,0.0,Quinndary Weatherspoon,3500,SG
2021-03-15,0.0,Kyle Guy,3500,SG
2021-03-15,0.0,Wes Iwundu,3500,SG
2021-03-15,0.0,Brad Wanamaker,3500,PG
2021-03-15,3.0,John Konchar,3500,SG
2021-03-15,0.0,Jay Scrubb,3500,SG
2021-03-15,0.0,Chris Chiozza,3500,PG
2021-03-15,0.0,Luke Kennard,3500,SG
2021-03-15,0.0,Jeremy Lamb,3600,SG
2021-03-15,34.0,Kyle Kuzma,5600,PF
2021-03-15,0.0,Nate Darling,3500,SG
2021-03-15,0.0,Theo Pinson,3500,SG
2021-03-15,0.0,Hamidou Diallo,4300,PG
2021-03-15,0.0,Killian Hayes,3500,PG
2021-03-15,8.1,Frank Ntilikina,3500,PG
2021-03-15,0.0,R.J. Hampton,3500,PG
2021-03-15,0.0,Dennis Smith Jr.,5300,PG
2021-03-15,2.7,Desmond Bane,3700,SG
2021-03-15,0.0,Alex Caruso,3700,PG
2021-03-15,0.0,Spencer Dinwiddie,4300,SG
2021-03-15,0.0,Tyrell Terry,3500,PG
2021-03-15,2.0,Zeke Nnaji,3500,PF
2021-03-15,0.0,Wayne Ellington,3600,SG
2021-03-15,0.0,Jaren Jackson,6800,PF
2021-03-15,40.6,Stephen Curry,9400,PG
2021-03-15,41.2,Kyrie Irving,9300,PG
2021-03-15,43.8,De'Aaron Fox,9000,PG
2021-03-15,51.7,Bradley Beal,9800,SG
2021-03-15,55.5,Russell Westbrook,10200,PG
2021-03-15,5.6,Jalen Smith,3500,PF
2021-03-15,5.0,Sean McDermott,3500,SF
2021-03-15,3.6,Jontay Porter,3500,SF
2021-03-15,2.4,Isaiah Hartenstein,3500,PF
2021-03-15,20.4,Joe Harris,4100,SF
2021-03-15,28.2,Marcus Morris,3800,PF
2021-03-15,32.4,Kristaps Porzingis,8100,PF
2021-03-15,33.8,Domantas Sabonis,9100,PF
2021-03-15,34.5,Khris Middleton,7400,SF
2021-03-15,36.2,Jeff Green,3500,PF
2021-03-15,38.9,Rui Hachimura,4900,SF
2021-03-15,41.2,RJ Barrett,5700,SF
2021-03-15,42.7,Will Barton,5500,SF
2021-03-15,44.5,LeBron James,10500,SF
2021-03-15,50.6,Gordon Hayward,7400,SF
2021-03-15,53.1,Kawhi Leonard,9100,SF
2021-03-15,73.0,Giannis Antetokounmpo,11100,PF
2021-03-15,0.0,Austin Rivers,3500,PG
2021-03-15,0.0,Gary Harris,3500,SG
2021-03-15,0.0,Grant Riller,3500,SG
2021-03-15,0.0,Patrick Beverley,4000,PG
2021-03-15,0.0,Ishmael Smith,3500,PG
2021-03-15,0.0,Klay Thompson,6800,SG
2021-03-15,60.4,Julius Randle,9200,PF
2021-03-15,0.0,Derrick Rose,5900,PG
2021-03-15,0.0,Elfrid Payton,4900,PG
2021-03-15,0.0,Nate Hinton,3500,SG
2021-03-15,-1.0,Trey Burke,3500,PG
2021-03-15,17.2,Nico Mannion,3500,PG
2021-03-15,10.4,Sekou Doumbouya,3500,PF
2021-03-15,9.9,Xavier Tillman,3500,PF
2021-03-15,9.1,Frank Kaminsky,3500,PF
2021-03-15,9.1,Devontae Cacok,3500,PF
2021-03-15,8.4,Garrison Mathews,3500,SF
2021-03-15,7.8,Taj Gibson,3500,PF
2021-03-15,5.8,Alfonzo McKinnie,3500,SF
2021-03-15,7.7,Patrick Patterson,3500,PF
2021-03-15,18.6,Marvin Bagley,5900,PF
2021-03-15,19.4,Paul Millsap,5600,PF
2021-03-15,19.6,Malik Monk,4300,SF
2021-03-15,0.0,Monte Morris,3900,PG
2021-03-15,10.9,Brandon Clarke,5900,PF
2021-03-15,15.6,Dorian Finney-Smith,4100,SF
2021-03-15,14.3,Nemanja Bjelica,3500,PF
2021-03-15,27.6,Justin Holiday,4300,SF
2021-03-15,15.0,Markieff Morris,4100,PF
2021-03-15,15.2,Dario Saric,4100,PF
2021-03-15,14.1,Doug McDermott,4000,SF
2021-03-15,18.9,P.J. Washington,6200,PF
2021-03-15,15.6,Miles Bridges,4500,PF
2021-03-15,11.4,Saddiq Bey,4600,SF
2021-03-15,16.9,Kelly Oubre,6800,SF
2021-03-15,14.0,Maxi Kleber,4400,PF
2021-03-15,17.3,Bobby Portis,4000,PF
2021-03-15,13.4,Davis Bertans,4500,PF
2021-03-16,0.0,Luguentz Dort,4800,SF
2021-03-16,53.2,Moses Brown,4200,C
2021-03-16,0.0,Mike Muscala,3500,PF
2021-03-16,0.0,Luke Kornet,3500,PF
2021-03-16,0.0,Danuel House,4200,SF
2021-03-16,0.0,Wenyen Gabriel,3500,PF
2021-03-16,0.0,Kostas Antetokounmpo,3500,PF
2021-03-16,0.0,Elijah Hughes,3500,SF
2021-03-16,0.0,David Nwaba,4800,SF
2021-03-16,0.0,Kevin Love,5000,PF
2021-03-16,0.0,Chandler Hutchison,3500,SF
2021-03-16,14.3,Justin Patton,5000,C
2021-03-16,51.7,Karl-Anthony Towns,9700,C
2021-03-16,11.3,Naz Reid,4000,C
2021-03-16,12.1,Jaxson Hayes,4000,C
2021-03-16,14.0,Steven Adams,5700,C
2021-03-16,33.4,Dwight Howard,5200,C
2021-03-16,17.6,Damian Jones,3500,C
2021-03-16,21.5,Derrick Favors,3500,C
2021-03-16,22.0,Enes Kanter,6200,C
2021-03-16,24.8,Wendell Carter Jr.,5500,C
2021-03-16,29.0,Jarrett Allen,7500,C
2021-03-16,29.6,Nerlens Noel,5300,C
2021-03-16,49.2,Tobias Harris,7800,PF
2021-03-16,30.3,Robert Williams,6000,C
2021-03-16,0.0,Brodric Thomas,3500,SG
2021-03-16,39.9,Rudy Gobert,8800,C
2021-03-16,0.0,Rodions Kurucs,3500,PF
2021-03-16,44.8,Montrezl Harrell,6600,C
2021-03-16,0.0,Josh Hall,3500,SF
2021-03-16,47.6,Kelly Olynyk,5600,C
2021-03-16,0.0,Max Strus,3500,SF
2021-03-16,0.0,Udonis Haslem,3500,PF
2021-03-16,0.0,Nicolo Melli,3500,PF
2021-03-16,0.0,CJ Elleby,3500,SF
2021-03-16,0.0,Paul Reed,3500,SF
2021-03-16,0.0,Jordan McLaughlin,3500,PG
2021-03-16,0.0,Precious Achiuwa,4200,PF
2021-03-16,0.0,Juwan Morgan,3500,PF
2021-03-16,0.0,Jarrell Brantley,3500,SF
2021-03-16,0.0,Christian Wood,8600,PF
2021-03-16,0.0,Garrett Temple,3900,SF
2021-03-16,0.0,Trevor Ariza,4500,SF
2021-03-16,0.0,Anthony Davis,9000,PF
2021-03-16,0.0,Harry Giles,3500,PF
2021-03-16,0.0,Eric Gordon,5100,SF
2021-03-16,0.0,Taurean Prince,3600,SF
2021-03-16,0.0,Jared Dudley,3500,SF
2021-03-16,0.0,Darius Bazley,5000,PF
2021-03-16,0.0,Malik Beasley,5900,SF
2021-03-16,0.0,J.J. Redick,3500,SF
2021-03-16,0.0,Maurice Harkless,3500,SF
2021-03-16,0.0,Kevin Knox,3500,SF
2021-03-16,0.0,Jarrett Culver,3500,SF
2021-03-16,0.0,Lamar Stevens,3500,PF
2021-03-16,0.0,Bruno Fernando,3500,PF
2021-03-16,0.0,D'Angelo Russell,6600,SG
2021-03-16,0.0,Brandon Goodwin,3500,PG
2021-03-16,0.0,Aaron Nesmith,3500,SG
2021-03-16,1.2,Guillermo Hernangomez,4300,C
2021-03-16,0.0,Jared Harper,3500,PG
2021-03-16,0.0,Sviatoslav Mykhailiuk,4500,SG
2021-03-16,0.0,Terrance Ferguson,3500,SG
2021-03-16,0.0,Isaiah Joe,3500,PG
2021-03-16,0.0,Elfrid Payton,4900,PG
2021-03-16,0.0,Rayjon Tucker,3500,PG
2021-03-16,0.0,Derrick Rose,5900,PG
2021-03-16,0.0,Alex Caruso,3700,PG
2021-03-16,0.0,Cam Reddish,4700,SG
2021-03-16,0.0,Keljin Blevins,3500,PG
2021-03-16,0.0,Tremont Waters,3500,PG
2021-03-16,0.0,Kris Dunn,5600,PG
2021-03-16,0.0,Avery Bradley,3500,SG
2021-03-16,50.5,Jaylen Brown,7600,SF
2021-03-16,56.4,LeBron James,10400,SF
2021-03-16,0.0,Austin Rivers,3500,PG
2021-03-16,51.4,Jimmy Butler,11000,SF
2021-03-16,0.0,Romeo Langford,3500,SG
2021-03-16,0.0,Matthew Dellavedova,4100,PG
2021-03-16,0.0,Dante Exum,3500,PG
2021-03-16,0.0,Devon Dotson,3500,SG
2021-03-16,0.0,George Hill,4400,PG
2021-03-16,0.0,De'Andre Hunter,6400,SF
2021-03-16,0.0,Theo Pinson,3500,SG
2021-03-16,0.0,P.J. Tucker,4000,PF
2021-03-16,1.2,Dylan Windler,3500,SG
2021-03-16,15.7,Coby White,5900,PG
2021-03-16,14.7,Darius Garland,6200,PG
2021-03-16,14.3,Theo Maledon,5000,PG
2021-03-16,14.2,Rajon Rondo,3500,PG
2021-03-16,13.3,Marcus Smart,5900,SG
2021-03-16,13.0,Andre Iguodala,4300,SG
2021-03-16,12.0,Mason Jones,3800,SG
2021-03-16,10.7,Shake Milton,5300,PG
2021-03-16,9.9,Wes Matthews,3500,SG
2021-03-16,7.9,Quinn Cook,3500,PG
2021-03-16,7.7,Frank Ntilikina,3500,PG
2021-03-16,6.6,Jeff Teague,4100,PG
2021-03-16,6.4,Ryan Arcidiacono,3500,PG
2021-03-16,6.0,Kira Lewis Jr.,3500,PG
2021-03-16,4.2,Rodney Hood,3500,SG
2021-03-16,1.5,Payton Pritchard,3800,PG
2021-03-16,0.0,Gabe Vincent,3500,PG
2021-03-16,0.0,Adam Mokoka,3500,SG
2021-03-16,0.0,Ben McLemore,4400,SG
2021-03-16,0.0,Trent Forrest,3500,SG
2021-03-16,0.0,Anfernee Simons,3500,PG
2021-03-16,0.0,Tyrese Maxey,3500,SG
2021-03-16,0.0,Javonte Green,3500,SG
2021-03-16,0.0,Carsen Edwards,3500,PG
2021-03-16,0.0,Sindarius Thornwell,3500,SG
2021-03-16,0.0,Damyean Dotson,3500,PG
2021-03-16,0.0,Miye Oni,3500,SG
2021-03-16,0.0,John Wall,8500,PG
2021-03-16,0.0,Ignas Brazdeikis,3500,SF
2021-03-16,0.0,Ersan Ilyasova,3500,PF
2021-03-16,47.0,Julius Randle,9200,PF
2021-03-16,18.9,Markieff Morris,4100,PF
2021-03-16,14.3,Nassir Little,3500,SF
2021-03-16,14.2,Jake Layman,3500,SF
2021-03-16,14.1,Aleksej Pokusevski,4500,PF
2021-03-16,13.4,Jaden McDaniels,3500,PF
2021-03-16,13.1,Grant Williams,3500,PF
2021-03-16,13.0,Jarred Vanderbilt,3900,PF
2021-03-16,12.2,Darius Miller,3500,SF
2021-03-16,11.4,Bogdan Bogdanovic,3800,SF
2021-03-16,11.1,Juan Hernangomez,3500,PF
2021-03-16,11.0,KZ Okpala,3500,SF
2021-03-16,9.6,Josh Okogie,3500,SF
2021-03-16,9.2,Georges Niang,3500,PF
2021-03-16,9.0,Solomon Hill,3500,SF
2021-03-16,7.6,Patrick Williams,4300,PF
2021-03-16,6.2,Alfonzo McKinnie,3500,SF
2021-03-16,6.1,Mike Scott,4000,PF
2021-03-16,4.4,Denzel Valentine,3700,SF
2021-03-16,3.4,Daniel Gafford,3500,PF
2021-03-16,1.9,Semi Ojeleye,3500,SF
2021-03-16,1.4,Obi Toppin,3500,SF
2021-03-16,0.0,Chris Silva,3500,PF
2021-03-16,0.0,Devontae Cacok,3500,PF
2021-03-16,0.0,Naji Marshall,3500,SF
2021-03-16,0.0,Zach Collins,3900,PF
2021-03-16,9.0,Derrick Jones,4300,SF
2021-03-16,14.3,Dean Wade,3600,PF
2021-03-16,34.5,Lauri Markkanen,5500,PF
2021-03-16,8.9,Tony Bradley,3500,PF
2021-03-16,35.1,JaVale McGee,3800,PF
2021-03-16,37.2,Daniel Theis,4700,PF
2021-03-16,37.8,Bam Adebayo,8500,PF
2021-03-16,38.2,Brandon Ingram,7700,SF
2021-03-16,45.2,Jae'Sean Tate,5300,PF
2021-03-16,42.2,Danilo Gallinari,5600,SF
2021-03-16,46.7,Jayson Tatum,8900,PF
2021-03-16,34.8,Josh Hart,5000,SF
2021-03-16,15.1,Taj Gibson,3500,PF
2021-03-16,39.8,Thaddeus Young,6800,PF
2021-03-16,47.0,Zion Williamson,8400,PF
2021-03-16,28.0,Kenrich Williams,3500,SF
2021-03-16,33.8,Larry Nance,5400,SF
2021-03-16,33.6,RJ Barrett,5700,SF
2021-03-16,31.0,Isaiah Roby,4700,PF
2021-03-16,29.8,Carmelo Anthony,5300,SF
2021-03-16,26.1,Cedi Osman,4100,SF
2021-03-16,22.7,Duncan Robinson,4500,SF
2021-03-16,21.1,Kyle Kuzma,6000,PF
2021-03-16,21.1,Nathan Knight,3500,PF
2021-03-16,20.0,Kenyon Martin Jr.,3500,SF
2021-03-16,15.1,Otto Porter,4200,SF
2021-03-16,19.2,Bojan Bogdanovic,5500,SF
2021-03-16,19.2,Danny Green,4700,SF
2021-03-16,14.4,Justin Jackson,3500,SF
2021-03-16,17.7,Matisse Thybulle,3500,SF
2021-03-16,29.0,Robert Covington,6200,PF
2021-03-16,47.8,Kevin Porter,6000,SF
2021-03-16,0.0,Tacko Fall,3500,C
2021-03-16,0.0,Skylar Mays,3500,SG
2021-03-16,16.8,C.J. McCollum,8700,SG
2021-03-16,0.0,Will Magnay,3500,C
2021-03-16,0.0,Al Horford,6200,C
2021-03-16,0.0,Andre Drummond,4500,C
2021-03-16,0.0,Udoka Azubuike,3500,C
2021-03-16,0.0,Mitchell Robinson,4900,C
2021-03-16,0.0,Ed Davis,3500,C
2021-03-16,30.4,Talen Horton-Tucker,3700,SG
2021-03-16,0.0,Meyers Leonard,3500,C
2021-03-16,35.6,Trae Young,9000,PG
2021-03-16,0.0,Vincent Poirier,3500,C
2021-03-16,29.9,Kemba Walker,7100,PG
2021-03-16,30.5,Nickeil Alexander-Walker,3500,SG
2021-03-16,31.9,Donovan Mitchell,8200,SG
2021-03-16,32.9,Tomas Satoransky,4200,PG
2021-03-16,34.5,Kevin Huerter,5700,SG
2021-03-16,36.3,Anthony Edwards,7000,SG
2021-03-16,0.0,Onyeka Okongwu,3700,C
2021-03-16,39.1,Ben Simmons,8200,PG
2021-03-16,0.0,Jusuf Nurkic,5600,C
2021-03-16,0.0,Clint Capela,8300,C
2021-03-16,0.0,Joel Embiid,10700,C
2021-03-16,44.1,Lonzo Ball,6800,PG
2021-03-16,0.0,Cristiano Felicio,3500,C
2021-03-16,0.0,Tristan Thompson,4700,C
2021-03-16,31.1,Gary Trent Jr.,5300,SG
2021-03-16,17.6,Royce O'Neale,4500,PF
2021-03-16,49.8,Zach LaVine,9400,SG
2021-03-16,29.7,Sterling Brown,5000,PG
2021-03-16,0.0,Marc Gasol,4400,C
2021-03-16,28.8,Jaylen Nowell,4500,PG
2021-03-16,68.2,Damian Lillard,10100,PG
2021-03-16,47.4,Ricky Rubio,5200,PG
2021-03-16,17.1,Isaac Okoro,3800,SG
2021-03-16,26.1,Tony Snell,3500,SG
2021-03-16,26.1,Jordan Clarkson,5500,SG
2021-03-16,25.7,Dennis Schroder,6200,PG
2021-03-16,25.6,Seth Curry,5400,SG
2021-03-16,24.7,Shai Gilgeous-Alexander,8000,SG
2021-03-16,23.5,Goran Dragic,5500,PG
2021-03-16,19.3,Eric Bledsoe,5000,SG
2021-03-16,22.6,Tyler Herro,6200,SG
2021-03-16,22.7,Ty Jerome,3900,SG
2021-03-16,41.1,Victor Oladipo,7700,SG
2021-03-16,28.7,Collin Sexton,7400,SG
2021-03-16,27.8,Alec Burks,4600,SG
2021-03-16,26.0,Joe Ingles,4700,SG
2021-03-16,18.1,Kentavious Caldwell-Pope,3500,SG
2021-03-16,26.7,Mike Conley,6500,PG
2021-03-16,20.6,Furkan Korkmaz,4300,SG
2021-03-16,20.7,Immanuel Quickley,5200,SG
2021-03-16,21.0,Kendrick Nunn,5100,PG
2021-03-16,22.0,Reggie Bullock,3500,SG
2021-03-16,48.5,John Collins,6500,PF
2021-03-17,0.0,John Konchar,3500,SG
2021-03-17,0.0,Dorian Finney-Smith,4000,SF
2021-03-17,0.0,Serge Ibaka,4900,PF
2021-03-17,0.0,Eric Gordon,4900,SF
2021-03-17,0.0,Keita Bates-Diop,3500,SF
2021-03-17,0.0,Sean McDermott,3500,SF
2021-03-17,0.0,Taurean Prince,3500,SF
2021-03-17,0.0,Blake Griffin,5100,PF
2021-03-17,0.0,Jaren Jackson,7000,PF
2021-03-17,0.0,LaMarcus Aldridge,4300,PF
2021-03-17,0.0,P.J. Tucker,3700,PF
2021-03-17,0.0,James Johnson,3500,PF
2021-03-17,0.0,T.J. Warren,3800,SF
2021-03-17,12.4,Willie Cauley-Stein,3500,C
2021-03-17,0.0,Marvin Bagley,5500,PF
2021-03-17,0.0,Kevin Durant,9100,SF
2021-03-17,0.0,OG Anunoby,5100,SF
2021-03-17,2.7,Ryan Arcidiacono,3500,PG
2021-03-17,27.5,Buddy Hield,6500,SG
2021-03-17,24.5,Pascal Siakam,7700,SF
2021-03-17,2.2,Bryn Forbes,3500,SG
2021-03-17,0.0,Rodions Kurucs,3500,PF
2021-03-17,4.5,Justin Patton,4700,C
2021-03-17,2.7,Bismack Biyombo,3800,C
2021-03-17,0.0,James Wiseman,3800,C
2021-03-17,0.0,Marquese Chriss,3800,PF
2021-03-17,0.0,Dwight Powell,3500,C
2021-03-17,27.6,Marcus Smart,5500,SG
2021-03-17,0.0,Mamadi Diakite,3500,PF
2021-03-17,0.0,Paul Reed,3500,SF
2021-03-17,0.0,Jabari Parker,3500,PF
2021-03-17,0.0,Anthony Gill,3500,PF
2021-03-17,28.4,Pat Connaughton,3800,PG
2021-03-17,38.4,Jerami Grant,7200,PF
2021-03-17,51.3,Robert Williams,5600,C
2021-03-17,21.9,Lauri Markkanen,5800,PF
2021-03-17,22.2,Duncan Robinson,4400,SF
2021-03-17,2.0,Trey Burke,3500,PG
2021-03-17,0.0,Garrett Temple,3500,SF
2021-03-17,13.4,Grant Williams,3500,PF
2021-03-17,25.3,Joe Harris,3800,SF
2021-03-17,29.9,Alex Len,3500,C
2021-03-17,4.4,Denzel Valentine,3800,SF
2021-03-17,26.6,Malik Monk,4000,SF
2021-03-17,28.1,Keldon Johnson,4800,SF
2021-03-17,13.4,Nicolas Batum,3600,SF
2021-03-17,12.9,Miles Bridges,4100,PF
2021-03-17,8.2,Max Strus,3500,SF
2021-03-17,3.5,Vlatko Cancar,3500,SF
2021-03-17,5.0,Sekou Doumbouya,3500,PF
2021-03-17,0.0,Kevin Love,4600,PF
2021-03-17,5.0,Jalen McDaniels,3500,PF
2021-03-17,38.7,Jakob Poeltl,5600,C
2021-03-17,36.0,Nikola Jokic,11200,C
2021-03-17,35.4,Ivica Zubac,4500,C
2021-03-17,35.0,Dwight Howard,5000,C
2021-03-17,32.4,Richaun Holmes,6900,C
2021-03-17,10.7,Bol Bol,3500,C
2021-03-17,22.2,Kevon Looney,3500,C
2021-03-17,25.0,Kyle Anderson,5300,SF
2021-03-17,8.0,Bobby Portis,4000,PF
2021-03-17,14.2,Kelly Olynyk,5300,C
2021-03-17,26.1,Brandon Clarke,5600,PF
2021-03-17,26.3,Patrick Williams,4000,PF
2021-03-17,8.0,Precious Achiuwa,3700,PF
2021-03-17,7.6,Justise Winslow,4700,SF
2021-03-17,7.2,Mike Scott,3500,PF
2021-03-17,6.3,Isaiah Hartenstein,3500,PF
2021-03-17,29.4,Brook Lopez,5300,C
2021-03-17,3.0,Saben Lee,3700,PG
2021-03-17,3.2,Markus Howard,3500,PG
2021-03-17,3.5,Aaron Holiday,3500,SG
2021-03-17,19.5,Aron Baynes,4000,C
2021-03-17,19.2,Wendell Carter Jr.,5000,C
2021-03-17,18.9,Jarrett Allen,7500,C
2021-03-17,17.6,Cody Zeller,4300,C
2021-03-17,0.0,Spencer Dinwiddie,4200,SG
2021-03-17,16.6,Drew Eubanks,3500,C
2021-03-17,16.6,Robin Lopez,3500,C
2021-03-17,13.0,DeAndre Jordan,4300,C
2021-03-17,0.0,David Nwaba,4500,SF
2021-03-17,0.0,Javonte Green,3500,SG
2021-03-17,43.0,Larry Nance,4900,SF
2021-03-17,0.0,Damyean Dotson,3500,PG
2021-03-17,12.7,Payton Pritchard,3500,PG
2021-03-17,0.0,Kemba Walker,6800,PG
2021-03-17,12.4,Edmond Sumner,3500,PG
2021-03-17,31.8,Mason Plumlee,5800,C
2021-03-17,0.0,Victor Oladipo,7900,SG
2021-03-17,0.0,Torrey Craig,3500,SG
2021-03-17,0.0,Jerome Robinson,3500,PG
2021-03-17,0.0,Patrick McCaw,3500,SG
2021-03-17,0.0,Sam Merrill,3500,PG
2021-03-17,0.0,John Wall,8500,PG
2021-03-17,20.3,Myles Turner,6100,C
2021-03-17,0.0,Josh Green,3500,SG
2021-03-17,0.0,Brian Bowen II,3500,SG
2021-03-17,0.0,Tyrese Maxey,3500,SG
2021-03-17,0.0,Ben McLemore,4200,SG
2021-03-17,0.0,Kyrie Irving,9100,PG
2021-03-17,20.4,Jonas Valanciunas,7700,C
2021-03-17,0.0,D.J. Augustin,3500,PG
2021-03-17,0.0,Carsen Edwards,3500,PG
2021-03-17,0.0,Cassius Winston,3500,PG
2021-03-17,11.0,Sterling Brown,4800,PG
2021-03-17,10.8,Paul Watson,3500,SG
2021-03-17,9.6,Landry Shamet,3500,SG
2021-03-17,10.4,Frank Jackson,3500,PG
2021-03-17,10.2,Justin James,3500,SG
2021-03-17,10.1,Goran Dragic,5200,PG
2021-03-17,20.8,Kenyon Martin Jr.,5000,SF
2021-03-17,9.6,Jalen Brunson,5300,PG
2021-03-17,7.8,Terance Mann,3500,SG
2021-03-17,9.5,Jeff Teague,3800,PG
2021-03-17,8.0,Devonte' Graham,4200,SG
2021-03-17,8.0,Tyus Jones,3600,PG
2021-03-17,5.9,Dylan Windler,3500,SG
2021-03-17,34.0,Josh Richardson,5300,SF
2021-03-17,0.0,Jahmi'us Ramsey,3500,PG
2021-03-17,49.2,Zach LaVine,8900,SG
2021-03-17,1.4,Wes Iwundu,3500,SG
2021-03-17,1.5,Yuta Watanabe,3500,SG
2021-03-17,12.7,Louis Williams,4300,SG
