Optimization_No,Date,Predicted_Score,Cost,Player_Count,FD_Points,Cash,Percentile,multiplier,Outcome
9,2021-04-23,302.4438929639432,4.44,9,268.2,N,-0.8109393579072529,1.7,0.0
10,2021-04-23,302.29339533940623,4.44,9,313.60000000000014,N,-0.271105826397145,1.7,0.0
1,2021-04-24,314.8052087549212,5.0,9,292.9000000000001,N,-0.8658192090395472,1.7,0.0
2,2021-04-24,313.96719700777686,5.0,9,300.8,N,-0.7542372881355928,1.7,0.0
3,2021-04-24,313.2992564169112,5.0,9,328.7,N,-0.3601694915254237,1.7,0.0
4,2021-04-24,313.2537824898612,5.0,9,333.2,N,-0.29661016949152536,1.7,0.0
5,2021-04-24,312.7616719198783,5.0,9,311.8,N,-0.5988700564971747,1.7,0.0
6,2021-04-24,311.92871889602367,5.0,9,302.7000000000001,N,-0.7274011299435019,1.7,0.0
7,2021-04-24,311.923660172734,5.0,9,319.7,N,-0.4872881355932202,1.7,0.0
8,2021-04-24,311.8827501575521,5.0,9,292.4000000000001,N,-0.8728813559322026,1.7,0.0
9,2021-04-24,311.66426239666475,5.0,9,320.7,N,-0.4731638418079096,1.7,0.0
10,2021-04-24,311.6445230782977,5.0,9,297.3,N,-0.8036723163841804,1.7,0.0
1,2021-04-25,309.3443105643373,5.55,9,309.8999999999998,N,-0.3039215686274525,1.7,0.0
2,2021-04-25,308.2119589815065,5.55,9,329.0,N,-0.03641456582633086,1.7,0.0
3,2021-04-25,307.5402817850476,5.55,9,342.2,Y,0.14845938375350096,1.7,9.435
4,2021-04-25,307.35292858622415,5.55,9,300.8,N,-0.43137254901960814,1.7,0.0
5,2021-04-25,307.1279874095431,5.55,9,334.3,Y,0.03781512605042002,1.7,9.435
6,2021-04-25,307.11661368161066,5.55,9,317.5,N,-0.19747899159663904,1.7,0.0
7,2021-04-25,307.08424375154635,5.55,9,308.6,N,-0.3221288515406172,1.7,0.0
8,2021-04-25,307.08047923933134,5.55,9,332.3,Y,0.009803921568627295,1.7,9.435
9,2021-04-25,307.061509898242,5.55,9,299.50000000000006,N,-0.4495798319327728,1.7,0.0
10,2021-04-25,306.9797495042907,5.55,9,334.50000000000006,Y,0.04061624649859994,1.7,9.435
1,2021-04-26,317.680097818395,5.0,9,330.1,Y,0.25141562853907184,2.1,10.5
2,2021-04-26,317.33195966671207,5.0,9,303.2000000000001,N,-0.053227633069081896,1.7,0.0
3,2021-04-26,316.6182169744341,5.0,9,300.3,N,-0.08607021517553755,1.7,0.0
4,2021-04-26,316.3137983975209,5.0,9,333.10000000000014,Y,0.2853907134767848,2.1,10.5
5,2021-04-26,316.23783465727087,5.0,9,333.6,Y,0.2910532276330696,2.1,10.5
6,2021-04-26,316.2367194737912,5.0,9,296.4,N,-0.13023782559456398,1.7,0.0
7,2021-04-26,316.23021569077684,5.0,9,314.9,Y,0.07927519818799546,1.7,8.5
8,2021-04-26,316.2080418767672,5.0,9,328.9,Y,0.2378255945639864,2.1,10.5
9,2021-04-26,316.19800846801127,5.0,9,322.4000000000001,Y,0.16421291053227696,1.7,8.5
10,2021-04-26,316.0973574437633,5.0,9,326.6,Y,0.2117780294450741,2.0,10.0
